time (day)	h (ft)
6.600694456	2.414137
6.604166678	2.413376
6.6076389	2.414851
6.611111123	2.416172
6.614583345	2.414753
6.618055567	2.410981
6.621527789	2.413044
6.625000012	2.411448
6.628472234	2.412618
6.631944456	2.411593
6.635416678	2.407103
6.6388889	2.406287
6.642361123	2.408727
6.645833345	2.408486
6.649305567	2.405599
6.652777789	2.406986
6.656250012	2.407203
6.659722234	2.408839
6.663194456	2.403029
6.666666678	2.405699
6.6701389	2.401725
6.673611123	2.40142
6.677083345	2.409004
6.680555567	2.403351
6.684027789	2.403351
6.687500012	2.401179
6.690972234	2.403532
6.694444456	2.401775
6.697916678	2.404329
6.7013889	2.40206
6.704861123	2.396561
6.708333345	2.400563
6.711805567	2.402229
6.715277789	2.398591
6.718750012	2.397733
6.722222234	2.398512
6.725694456	2.397563
6.729166678	2.399518
6.7326389	2.3943
6.736111123	2.395299
6.739583345	2.397841
6.743055567	2.397285
6.746527789	2.39435
6.750000012	2.394434
6.753472234	2.395323
6.756944456	2.391616
6.760416678	2.395323
6.7638889	2.396349
6.767361123	2.394886
6.770833345	2.395914
6.774305567	2.395693
6.777777789	2.397407
6.781250012	2.398378
6.784722234	2.397116
6.788194456	2.398538
6.791666678	2.402478
6.7951389	2.399316
6.798611123	2.398814
6.802083345	2.404679
6.805555567	2.402679
6.809027789	2.407301
6.812500012	2.403532
6.815972234	2.403793
6.819444456	2.406366
6.822916678	2.404428
6.8263889	2.408065
6.829861123	2.409714
6.833333345	2.410878
6.836805567	2.411773
6.840277789	2.406501
6.843750012	2.405154
6.847222234	2.408778
6.850694456	2.408001
6.854166678	2.41284
6.8576389	2.4188
6.861111123	2.421544
6.864583345	2.427283
6.868055567	2.427534
6.871527789	2.429413
6.875000012	2.434363
6.878472234	2.432937
6.881944456	2.431608
6.885416678	2.437422
6.8888889	2.439205
6.892361123	2.436933
6.895833345	2.438473
6.899305567	2.444452
6.902777789	2.442498
6.906250012	2.445577
6.909722234	2.447005
6.913194456	2.445759
6.916666678	2.451205
6.9201389	2.452742
6.923611123	2.459029
6.927083345	2.451502
6.930555567	2.456547
6.934027789	2.4583
6.937500012	2.464416
6.940972234	2.464824
6.944444456	2.461861
6.947916678	2.469738
6.9513889	2.464457
6.954861123	2.46819
6.958333345	2.468384
6.961805567	2.473789
6.965277789	2.474694
6.968750012	2.476207
6.972222234	2.478101
6.975694456	2.478961
6.979166678	2.486032
6.9826389	2.483015
6.986111123	2.481055
6.989583345	2.482279
6.993055567	2.484398
6.996527789	2.49209
7.000000012	2.490762
7.003472234	2.492219
7.006944456	2.492251
7.010416678	2.494343
7.0138889	2.490819
7.017361123	2.500304
7.020833345	2.490891
7.024305567	2.496395
7.027777789	2.495966
7.031250012	2.506378
7.034722234	2.502601
7.038194456	2.503652
7.041666678	2.503929
7.0451389	2.514979
7.048611123	2.506567
7.052083345	2.510685
7.055555567	2.511809
7.059027789	2.507266
7.062500012	2.517826
7.065972234	2.514172
7.069444456	2.526031
7.072916678	2.512636
7.0763889	2.522786
7.079861123	2.51836
7.083333345	2.522759
7.086805567	2.519645
7.090277789	2.53165
7.093750012	2.527678
7.097222234	2.529244
7.100694456	2.523139
7.104166678	2.52762
7.1076389	2.535284
7.111111123	2.525803
7.114583345	2.536541
7.118055567	2.538021
7.121527789	2.53557
7.125000012	2.533332
7.128472234	2.54295
7.131944456	2.536734
7.135416678	2.542599
7.1388889	2.540934
7.142361123	2.540821
7.145833345	2.543303
7.149305567	2.550956
7.152777789	2.551137
7.156250012	2.554118
7.159722234	2.548809
7.163194456	2.557641
7.166666678	2.553531
7.1701389	2.555438
7.173611123	2.554066
7.177083345	2.559657
7.180555567	2.562711
7.184027789	2.563069
7.187500012	2.565261
7.190972234	2.560039
7.194444456	2.561337
7.197916678	2.561111
7.2013889	2.570922
7.204861123	2.574387
7.208333345	2.57372
7.211805567	2.575245
7.215277789	2.577464
7.218750012	2.575082
7.222222234	2.581141
7.225694456	2.581218
7.229166678	2.581857
7.2326389	2.587793
7.236111123	2.588541
7.239583345	2.587865
7.243055567	2.592222
7.246527789	2.597444
7.250000012	2.598661
7.253472234	2.602549
7.256944456	2.603138
7.260416678	2.604517
7.2638889	2.604784
7.267361123	2.606025
7.270833345	2.606792
7.274305567	2.614785
7.277777789	2.615084
7.281250012	2.616956
7.284722234	2.618353
7.288194456	2.619117
7.291666678	2.622678
7.2951389	2.626992
7.298611123	2.637212
7.302083345	2.635159
7.305555567	2.63974
7.309027789	2.637037
7.312500012	2.646486
7.315972234	2.643331
7.319444456	2.640871
7.322916678	2.645756
7.3263889	2.651906
7.329861123	2.655476
7.333333345	2.656094
7.336805567	2.660254
7.340277789	2.670667
7.343750012	2.679706
7.347222234	2.673988
7.350694456	2.676478
7.354166678	2.678226
7.3576389	2.682245
7.361111123	2.684976
7.364583345	2.683481
7.368055567	2.691131
7.371527789	2.685699
7.375000012	2.699354
7.378472234	2.697676
7.381944456	2.705507
7.385416678	2.7041
7.3888889	2.700885
7.392361123	2.709869
7.395833345	2.713854
7.399305567	2.719383
7.402777789	2.716323
7.406250012	2.717575
7.409722234	2.712571
7.413194456	2.727899
7.416666678	2.733241
7.4201389	2.728989
7.423611123	2.731857
7.427083345	2.742478
7.430555567	2.740276
7.434027789	2.741001
7.437500012	2.741895
7.440972234	2.743108
7.444444456	2.748664
7.447916678	2.747504
7.4513889	2.746328
7.454861123	2.749888
7.458333345	2.754842
7.461805567	2.748502
7.465277789	2.756784
7.468750012	2.759504
7.472222234	2.762676
7.475694456	2.765874
7.479166678	2.760446
7.4826389	2.767512
7.486111123	2.767512
7.489583345	2.765548
7.493055567	2.766834
7.496527789	2.767601
7.500000012	2.77208
7.503472234	2.769193
7.506944456	2.771383
7.510416678	2.773495
7.5138889	2.771898
7.517361123	2.773868
7.520833345	2.777037
7.524305567	2.774884
7.527777789	2.775286
7.531250012	2.778137
7.534722234	2.775728
7.538194456	2.78089
7.541666678	2.772897
7.5451389	2.778913
7.548611123	2.775668
7.552083345	2.775891
7.555555567	2.779054
7.559027789	2.778392
7.562500012	2.784167
7.565972234	2.784394
7.569444456	2.780369
7.572916678	2.77411
7.5763889	2.77566
7.579861123	2.77309
7.583333345	2.776324
7.586805567	2.778867
7.590277789	2.784147
7.593750012	2.777579
7.597222234	2.775575
7.600694456	2.777366
7.604166678	2.774149
7.6076389	2.77936
7.611111123	2.770912
7.614583345	2.779025
7.618055567	2.777363
7.621527789	2.776015
7.625000012	2.778036
7.628472234	2.769778
7.631944456	2.771186
7.635416678	2.773584
7.6388889	2.772279
7.642361123	2.772487
7.645833345	2.772385
7.649305567	2.77245
7.652777789	2.770612
7.656250012	2.770406
7.659722234	2.767937
7.663194456	2.76739
7.666666678	2.771449
7.6701389	2.766547
7.673611123	2.768475
7.677083345	2.766451
7.680555567	2.76284
7.684027789	2.769004
7.687500012	2.768734
7.690972234	2.764298
7.694444456	2.762951
7.697916678	2.76083
7.7013889	2.764427
7.704861123	2.762393
7.708333345	2.762952
7.711805567	2.760793
7.715277789	2.764876
7.718750012	2.762056
7.722222234	2.758767
7.725694456	2.758767
7.729166678	2.758701
7.7326389	2.758862
7.736111123	2.759937
7.739583345	2.759021
7.743055567	2.763123
7.746527789	2.758172
7.750000012	2.757082
7.753472234	2.755246
7.756944456	2.759434
7.760416678	2.752715
7.7638889	2.760967
7.767361123	2.75417
7.770833345	2.759434
7.774305567	2.758691
7.777777789	2.755293
7.781250012	2.76025
7.784722234	2.759138
7.788194456	2.76319
7.791666678	2.758813
7.7951389	2.762379
7.798611123	2.760129
7.802083345	2.762025
7.805555567	2.760631
7.809027789	2.76284
7.812500012	2.764354
7.815972234	2.763439
7.819444456	2.762949
7.822916678	2.766997
7.8263889	2.76509
7.829861123	2.764545
7.833333345	2.766469
7.836805567	2.772571
7.840277789	2.775359
7.843750012	2.774939
7.847222234	2.778878
7.850694456	2.782904
7.854166678	2.786395
7.8576389	2.786567
7.861111123	2.784742
7.864583345	2.793414
7.868055567	2.791937
7.871527789	2.794975
7.875000012	2.793383
7.878472234	2.795576
7.881944456	2.796595
7.885416678	2.801228
7.8888889	2.80142
7.892361123	2.807539
7.895833345	2.807777
7.899305567	2.805962
7.902777789	2.814319
7.906250012	2.811949
7.909722234	2.809744
7.913194456	2.813771
7.916666678	2.814767
7.9201389	2.816514
7.923611123	2.819169
7.927083345	2.821173
7.930555567	2.827619
7.934027789	2.829453
7.937500012	2.830957
7.940972234	2.830052
7.944444456	2.832168
7.947916678	2.829919
7.9513889	2.83232
7.954861123	2.833715
7.958333345	2.839186
7.961805567	2.836327
7.965277789	2.838401
7.968750012	2.84238
7.972222234	2.842552
7.975694456	2.846381
7.979166678	2.843591
7.9826389	2.849105
7.986111123	2.84632
7.989583345	2.852603
7.993055567	2.853283
7.996527789	2.853714
8.000000012	2.850876
8.003472234	2.860601
8.006944456	2.861547
8.010416678	2.85325
8.0138889	2.865206
8.017361123	2.862326
8.020833345	2.864142
8.024305567	2.867893
8.027777789	2.871654
8.031250012	2.87011
8.034722234	2.87193
8.038194456	2.877568
8.041666678	2.876404
8.0451389	2.88092
8.048611123	2.882489
8.052083345	2.879611
8.055555567	2.881706
8.059027789	2.879973
8.062500012	2.883132
8.065972234	2.887699
8.069444456	2.883453
8.072916678	2.889466
8.0763889	2.889458
8.079861123	2.887666
8.083333345	2.889863
8.086805567	2.894464
8.090277789	2.895354
8.093750012	2.891198
8.097222234	2.900113
8.100694456	2.89619
8.104166678	2.901466
8.1076389	2.898595
8.111111123	2.904574
8.114583345	2.90465
8.118055567	2.902046
8.121527789	2.905734
8.125000012	2.906551
8.128472234	2.91568
8.131944456	2.910844
8.135416678	2.909667
8.1388889	2.907828
8.142361123	2.909165
8.145833345	2.911077
8.149305567	2.917882
8.152777789	2.915846
8.156250012	2.917617
8.159722234	2.919216
8.163194456	2.925199
8.166666678	2.919653
8.1701389	2.925151
8.173611123	2.931556
8.177083345	2.92881
8.180555567	2.931356
8.184027789	2.931135
8.187500012	2.933932
8.190972234	2.936632
8.194444456	2.936541
8.197916678	2.93916
8.2013889	2.939559
8.204861123	2.940732
8.208333345	2.940531
8.211805567	2.945093
8.215277789	2.94262
8.218750012	2.946217
8.222222234	2.950106
8.225694456	2.952828
8.229166678	2.950719
8.2326389	2.957395
8.236111123	2.953156
8.239583345	2.962522
8.243055567	2.96311
8.246527789	2.96099
8.250000012	2.963925
8.253472234	2.964692
8.256944456	2.966141
8.260416678	2.976132
8.2638889	2.9706
8.267361123	2.971964
8.270833345	2.979178
8.274305567	2.984487
8.277777789	2.978627
8.281250012	2.97908
8.284722234	2.97982
8.288194456	2.984085
8.291666678	2.986891
8.2951389	2.992524
8.298611123	2.992915
8.302083345	2.997999
8.305555567	2.997453
8.309027789	3.000117
8.312500012	3.003905
8.315972234	3.006353
8.319444456	3.003793
8.322916678	3.007336
8.3263889	3.009239
8.329861123	3.010371
8.333333345	3.020158
8.336805567	3.018035
8.340277789	3.022835
8.343750012	3.031937
8.347222234	3.019384
8.350694456	3.027154
8.354166678	3.029856
8.3576389	3.033294
8.361111123	3.025058
8.364583345	3.033299
8.368055567	3.033006
8.371527789	3.040142
8.375000012	3.040329
8.378472234	3.047092
8.381944456	3.045282
8.385416678	3.041312
8.3888889	3.044651
8.392361123	3.045177
8.395833345	3.055299
8.399305567	3.052973
8.402777789	3.056098
8.406250012	3.056847
8.409722234	3.052055
8.413194456	3.058447
8.416666678	3.064485
8.4201389	3.064101
8.423611123	3.07101
8.427083345	3.061761
8.430555567	3.064605
8.434027789	3.067958
8.437500012	3.062988
8.440972234	3.069405
8.444444456	3.07629
8.447916678	3.080945
8.4513889	3.06916
8.454861123	3.079278
8.458333345	3.077532
8.461805567	3.081259
8.465277789	3.078139
8.468750012	3.087298
8.472222234	3.078627
8.475694456	3.075094
8.479166678	3.089164
8.4826389	3.08675
8.486111123	3.084057
8.489583345	3.089426
8.493055567	3.09171
8.496527789	3.097018
8.500000012	3.083583
8.503472234	3.088034
8.506944456	3.096815
8.510416678	3.095678
8.5138889	3.090367
8.517361123	3.097342
8.520833345	3.096287
8.524305567	3.096378
8.527777789	3.092205
8.531250012	3.10213
8.534722234	3.093937
8.538194456	3.091745
8.541666678	3.095522
8.5451389	3.099041
8.548611123	3.100418
8.552083345	3.102839
8.555555567	3.096088
8.559027789	3.100259
8.562500012	3.099421
8.565972234	3.098173
8.569444456	3.09769
8.572916678	3.098048
8.5763889	3.102856
8.579861123	3.102311
8.583333345	3.09704
8.586805567	3.097185
8.590277789	3.099427
8.593750012	3.095631
8.597222234	3.097948
8.600694456	3.09539
8.604166678	3.098672
8.6076389	3.094845
8.611111123	3.098706
8.614583345	3.095045
8.618055567	3.099005
8.621527789	3.099627
8.625000012	3.091521
8.628472234	3.100535
8.631944456	3.097219
8.635416678	3.096669
8.6388889	3.090336
8.642361123	3.094651
8.645833345	3.093033
8.649305567	3.097208
8.652777789	3.094135
8.656250012	3.089788
8.659722234	3.092167
8.663194456	3.094362
8.666666678	3.093185
8.6701389	3.095176
8.673611123	3.089822
8.677083345	3.087336
8.680555567	3.091054
8.684027789	3.086401
8.687500012	3.089406
8.690972234	3.087583
8.694444456	3.08629
8.697916678	3.091986
8.7013889	3.084451
8.704861123	3.082517
8.708333345	3.084219
8.711805567	3.089639
8.715277789	3.084219
8.718750012	3.085357
8.722222234	3.084112
8.725694456	3.080632
8.729166678	3.081242
8.7326389	3.078713
8.736111123	3.080392
8.739583345	3.077717
8.743055567	3.079232
8.746527789	3.080204
8.750000012	3.079354
8.753472234	3.072652
8.756944456	3.073786
8.760416678	3.071003
8.7638889	3.07073
8.767361123	3.074847
8.770833345	3.077831
8.774305567	3.076719
8.777777789	3.068983
8.781250012	3.076212
8.784722234	3.073266
8.788194456	3.065373
8.791666678	3.071365
8.7951389	3.06843
8.798611123	3.068168
8.802083345	3.070392
8.805555567	3.073826
8.809027789	3.074031
8.812500012	3.076311
8.815972234	3.0738
8.819444456	3.072595
8.822916678	3.07283
8.8263889	3.070449
8.829861123	3.069899
8.833333345	3.072612
8.836805567	3.073834
8.840277789	3.079028
8.843750012	3.075932
8.847222234	3.077307
8.850694456	3.074929
8.854166678	3.077101
8.8576389	3.075337
8.861111123	3.079692
8.864583345	3.080491
8.868055567	3.083102
8.871527789	3.083338
8.875000012	3.087869
8.878472234	3.083544
8.881944456	3.086744
8.885416678	3.093849
8.8888889	3.097745
8.892361123	3.093057
8.895833345	3.100807
8.899305567	3.094362
8.902777789	3.102533
8.906250012	3.103739
8.909722234	3.093761
8.913194456	3.101038
8.916666678	3.101719
8.9201389	3.099309
8.923611123	3.10125
8.927083345	3.112001
8.930555567	3.12435
8.934027789	3.11983
8.937500012	3.118709
8.940972234	3.126942
8.944444456	3.128819
8.947916678	3.133828
8.9513889	3.131012
8.954861123	3.141265
8.958333345	3.145039
8.961805567	3.144184
8.965277789	3.149685
8.968750012	3.152099
8.972222234	3.152845
8.975694456	3.156708
8.979166678	3.154502
8.9826389	3.15994
8.986111123	3.164911
8.989583345	3.171811
8.993055567	3.165815
8.996527789	3.174163
9.000000012	3.180645
9.003472234	3.18003
9.006944456	3.17952
9.010416678	3.183498
9.0138889	3.186961
9.017361123	3.194671
9.020833345	3.190528
9.024305567	3.1945
9.027777789	3.195004
9.031250012	3.20396
9.034722234	3.207921
9.038194456	3.208477
9.041666678	3.206151
9.0451389	3.215651
9.048611123	3.214741
9.052083345	3.219784
9.055555567	3.218718
9.059027789	3.220875
9.062500012	3.226104
9.065972234	3.230384
9.069444456	3.235036
9.072916678	3.237025
9.0763889	3.235964
9.079861123	3.233896
9.083333345	3.242966
9.086805567	3.249053
9.090277789	3.243079
9.093750012	3.241261
9.097222234	3.253756
9.100694456	3.253679
9.104166678	3.255719
9.1076389	3.261503
9.111111123	3.262904
9.114583345	3.264822
9.118055567	3.266277
9.121527789	3.267652
9.125000012	3.272524
9.128472234	3.278438
9.131944456	3.276494
9.135416678	3.277826
9.1388889	3.277872
9.142361123	3.284465
9.145833345	3.283427
9.149305567	3.287299
9.152777789	3.287991
9.156250012	3.289855
9.159722234	3.297444
9.163194456	3.298908
9.166666678	3.301822
9.1701389	3.300662
9.173611123	3.304841
9.177083345	3.306212
9.180555567	3.308128
9.184027789	3.306338
9.187500012	3.309211
9.190972234	3.314092
9.194444456	3.315978
9.197916678	3.321452
9.2013889	3.320232
9.204861123	3.321648
9.208333345	3.32982
9.211805567	3.329807
9.215277789	3.327978
9.218750012	3.327287
9.222222234	3.333743
9.225694456	3.335515
9.229166678	3.339948
9.2326389	3.341805
9.236111123	3.344302
9.239583345	3.344687
9.243055567	3.348392
9.246527789	3.351489
9.250000012	3.352935
9.253472234	3.354412
9.256944456	3.360667
9.260416678	3.360245
9.2638889	3.35766
9.267361123	3.364934
9.270833345	3.366983
9.274305567	3.368931
9.277777789	3.367499
9.281250012	3.372151
9.284722234	3.372727
9.288194456	3.375825
9.291666678	3.38114
9.2951389	3.379998
9.298611123	3.383241
9.302083345	3.386874
9.305555567	3.386795
9.309027789	3.387961
9.312500012	3.388132
9.315972234	3.399705
9.319444456	3.39633
9.322916678	3.398638
9.3263889	3.40964
9.329861123	3.402567
9.333333345	3.40464
9.336805567	3.413268
9.340277789	3.416672
9.343750012	3.417975
9.347222234	3.416547
9.350694456	3.420297
9.354166678	3.425317
9.3576389	3.424851
9.361111123	3.430101
9.364583345	3.43225
9.368055567	3.434988
9.371527789	3.435989
9.375000012	3.436078
9.378472234	3.437007
9.381944456	3.443127
9.385416678	3.447105
9.3888889	3.442351
9.392361123	3.446703
9.395833345	3.448982
9.399305567	3.448868
9.402777789	3.453181
9.406250012	3.452395
9.409722234	3.453434
9.413194456	3.456627
9.416666678	3.457976
9.4201389	3.46082
9.423611123	3.462648
9.427083345	3.470046
9.430555567	3.472797
9.434027789	3.472771
9.437500012	3.474308
9.440972234	3.47739
9.444444456	3.476395
9.447916678	3.476989
9.4513889	3.475221
9.454861123	3.481181
9.458333345	3.479152
9.461805567	3.488319
9.465277789	3.490199
9.468750012	3.485082
9.472222234	3.490323
9.475694456	3.490713
9.479166678	3.484938
9.4826389	3.485718
9.486111123	3.487238
9.489583345	3.494237
9.493055567	3.4937
9.496527789	3.495524
9.500000012	3.495019
9.503472234	3.494822
9.506944456	3.494904
9.510416678	3.498688
9.5138889	3.500443
9.517361123	3.499079
9.520833345	3.503146
9.524305567	3.495685
9.527777789	3.499489
9.531250012	3.504307
9.534722234	3.503558
9.538194456	3.499917
9.541666678	3.50039
9.5451389	3.505687
9.548611123	3.50045
9.552083345	3.501652
9.555555567	3.509352
9.559027789	3.502645
9.562500012	3.505635
9.565972234	3.502261
9.569444456	3.50412
9.572916678	3.504549
9.5763889	3.505292
9.579861123	3.508664
9.583333345	3.506842
9.586805567	3.503199
9.590277789	3.51022
9.593750012	3.508054
9.597222234	3.507859
9.600694456	3.505005
9.604166678	3.509784
9.6076389	3.511803
9.611111123	3.509597
9.614583345	3.506671
9.618055567	3.509781
9.621527789	3.505009
9.625000012	3.504734
9.628472234	3.503645
9.631944456	3.503193
9.635416678	3.505009
9.6388889	3.500588
9.642361123	3.505324
9.645833345	3.505799
9.649305567	3.500979
9.652777789	3.503784
9.656250012	3.503714
9.659722234	3.503122
9.663194456	3.508293
9.666666678	3.502356
9.6701389	3.502319
9.673611123	3.505453
9.677083345	3.510582
9.680555567	3.497316
9.684027789	3.494379
9.687500012	3.501163
9.690972234	3.502939
9.694444456	3.494679
9.697916678	3.496889
9.7013889	3.499675
9.704861123	3.4965
9.708333345	3.496352
9.711805567	3.50142
9.715277789	3.4955
9.718750012	3.495696
9.722222234	3.502399
9.725694456	3.498636
9.729166678	3.492609
9.7326389	3.491565
9.736111123	3.491749
9.739583345	3.493448
9.743055567	3.489915
9.746527789	3.494622
9.750000012	3.492361
9.753472234	3.49106
9.756944456	3.486539
9.760416678	3.487319
9.7638889	3.481474
9.767361123	3.490005
9.770833345	3.490842
9.774305567	3.485371
9.777777789	3.490043
9.781250012	3.481839
9.784722234	3.484338
9.788194456	3.483125
9.791666678	3.48193
9.7951389	3.487692
9.798611123	3.480214
9.802083345	3.485148
9.805555567	3.485084
9.809027789	3.481929
9.812500012	3.48135
9.815972234	3.483526
9.819444456	3.483526
9.822916678	3.481164
9.8263889	3.488648
9.829861123	3.48278
9.833333345	3.487943
9.836805567	3.482022
9.840277789	3.48378
9.843750012	3.488686
9.847222234	3.484753
9.850694456	3.485396
9.854166678	3.486521
9.8576389	3.494684
9.861111123	3.486768
9.864583345	3.486889
9.868055567	3.493753
9.871527789	3.488818
9.875000012	3.492655
9.878472234	3.493455
9.881944456	3.496866
9.885416678	3.502053
9.8888889	3.499045
9.892361123	3.509036
9.895833345	3.506782
9.899305567	3.501052
9.902777789	3.507678
9.906250012	3.509569
9.909722234	3.511583
9.913194456	3.514724
9.916666678	3.51838
9.9201389	3.515933
9.923611123	3.521064
9.927083345	3.531992
9.930555567	3.532535
9.934027789	3.536594
9.937500012	3.540403
9.940972234	3.5439
9.944444456	3.547796
9.947916678	3.553145
9.9513889	3.556131
9.954861123	3.558954
9.958333345	3.561634
9.961805567	3.563666
9.965277789	3.562801
9.968750012	3.571386
9.972222234	3.570996
9.975694456	3.575123
9.979166678	3.577164
9.9826389	3.585913
9.986111123	3.585455
9.989583345	3.588759
9.993055567	3.593112
9.996527789	3.599472
10.00000001	3.598491
10.00347223	3.606522
10.00694446	3.605346
10.01041668	3.610805
10.0138889	3.61679
10.01736112	3.616408
10.02083334	3.619708
10.02430557	3.620781
10.02777779	3.623958
10.03125001	3.631851
10.03472223	3.629434
10.03819446	3.636996
10.04166668	3.640338
10.0451389	3.641848
10.04861112	3.647193
10.05208334	3.645885
10.05555557	3.650196
10.05902779	3.65116
10.06250001	3.654636
10.06597223	3.659221
10.06944446	3.663395
10.07291668	3.661317
10.0763889	3.670363
10.07986112	3.670313
10.08333334	3.675138
10.08680557	3.676512
10.09027779	3.68436
10.09375001	3.689057
10.09722223	3.680848
10.10069446	3.691463
10.10416668	3.691463
10.1076389	3.692489
10.11111112	3.701158
10.11458334	3.705985
10.11805557	3.704024
10.12152779	3.708721
10.12500001	3.715802
10.12847223	3.715425
10.13194446	3.712675
10.13541668	3.721611
10.1388889	3.721793
10.14236112	3.726586
10.14583334	3.727636
10.14930557	3.729956
10.15277779	3.730467
10.15625001	3.733647
10.15972223	3.739963
10.16319446	3.739796
10.16666668	3.74552
10.1701389	3.743972
10.17361112	3.745358
10.17708334	3.75296
10.18055557	3.755226
10.18402779	3.754978
10.18750001	3.757073
10.19097223	3.754221
10.19444446	3.75572
10.19791668	3.760744
10.2013889	3.765571
10.20486112	3.76754
10.20833334	3.773253
10.21180557	3.771132
10.21527779	3.768704
10.21875001	3.776
10.22222223	3.778082
10.22569446	3.776214
10.22916668	3.783022
10.2326389	3.783321
10.23611112	3.782742
10.23958334	3.784451
10.24305557	3.787459
10.24652779	3.786788
10.25000001	3.796473
10.25347223	3.794232
10.25694446	3.799818
10.26041668	3.799703
10.2638889	3.798065
10.26736112	3.79998
10.27083334	3.805579
10.27430557	3.811067
10.27777779	3.809283
10.28125001	3.815437
10.28472223	3.820694
10.28819446	3.817006
10.29166668	3.820364
10.2951389	3.819514
10.29861112	3.828194
10.30208334	3.832696
10.30555557	3.831089
10.30902779	3.830761
10.31250001	3.838104
10.31597223	3.834991
10.31944446	3.840297
10.32291668	3.844285
10.3263889	3.851601
10.32986112	3.854915
10.33333334	3.856045
10.33680557	3.855655
10.34027779	3.852579
10.34375001	3.864427
10.34722223	3.858355
10.35069446	3.865409
10.35416668	3.863855
10.3576389	3.874563
10.36111112	3.870949
10.36458334	3.879321
10.36805557	3.884802
10.37152779	3.878254
10.37500001	3.888685
10.37847223	3.886359
10.38194446	3.890436
10.38541668	3.896657
10.3888889	3.900303
10.39236112	3.904794
10.39583334	3.90328
10.39930557	3.905475
10.40277779	3.910916
10.40625001	3.914241
10.40972223	3.916875
10.41319446	3.917732
10.41666668	3.91907
10.4201389	3.923192
10.42361112	3.928322
10.42708334	3.932443
10.43055557	3.930532
10.43402779	3.933228
10.43750001	3.938453
10.44097223	3.940746
10.44444446	3.936294
10.44791668	3.944559
10.4513889	3.946604
10.45486112	3.945124
10.45833334	3.946508
10.46180557	3.952579
10.46527779	3.956619
10.46875001	3.953143
10.47222223	3.956535
10.47569446	3.952166
10.47916668	3.958492
10.4826389	3.958298
10.48611112	3.960734
10.48958334	3.965122
10.49305557	3.96052
10.49652779	3.971812
10.50000001	3.960156
10.50347223	3.964503
10.50694446	3.965868
10.51041668	3.972114
10.5138889	3.970364
10.51736112	3.974927
10.52083334	3.972095
10.52430557	3.974559
10.52777779	3.97286
10.53125001	3.973752
10.53472223	3.973903
10.53819446	3.971434
10.54166668	3.970279
10.5451389	3.976794
10.54861112	3.974321
10.55208334	3.977014
10.55555557	3.976449
10.55902779	3.977798
10.56250001	3.971003
10.56597223	3.976361
10.56944446	3.975444
10.57291668	3.976187
10.5763889	3.973091
10.57986112	3.973305
10.58333334	3.974616
10.58680557	3.97298
10.59027779	3.972184
10.59375001	3.97195
10.59722223	3.970987
10.60069446	3.966654
10.60416668	3.965624
10.6076389	3.971365
10.61111112	3.965813
10.61458334	3.967232
10.61805557	3.967514
10.62152779	3.963715
10.62500001	3.964884
10.62847223	3.968767
10.63194446	3.957204
10.63541668	3.96549
10.6388889	3.964277
10.64236112	3.959682
10.64583334	3.966032
10.64930557	3.968062
10.65277779	3.959768
10.65625001	3.966406
10.65972223	3.960622
10.66319446	3.962363
10.66666668	3.961764
10.6701389	3.957731
10.67361112	3.963302
10.67708334	3.962137
10.68055557	3.95508
10.68402779	3.954178
10.68750001	3.955445
10.69097223	3.954446
10.69444446	3.955433
10.69791668	3.957671
10.7013889	3.955685
10.70486112	3.957436
10.70833334	3.95469
10.71180557	3.956336
10.71527779	3.951133
10.71875001	3.95223
10.72222223	3.954925
10.72569446	3.950845
10.72916668	3.94775
10.7326389	3.952618
10.73611112	3.945809
10.73958334	3.951585
10.74305557	3.947829
10.74652779	3.951122
10.75000001	3.950444
10.75347223	3.94537
10.75694446	3.947402
10.76041668	3.945698
10.7638889	3.941659
10.76736112	3.949514
10.77083334	3.947417
10.77430557	3.951796
10.77777779	3.950529
10.78125001	3.951414
10.78472223	3.947263
10.78819446	3.950439
10.79166668	3.957335
10.7951389	3.958086
10.79861112	3.956187
10.80208334	3.952872
10.80555557	3.954272
10.80902779	3.960737
10.81250001	3.959919
10.81597223	3.959378
10.81944446	3.96172
10.82291668	3.966585
10.8263889	3.965343
10.82986112	3.965894
10.83333334	3.971779
10.83680557	3.971911
10.84027779	3.966506
10.84375001	3.971315
10.84722223	3.974535
10.85069446	3.981191
10.85416668	3.974628
10.8576389	3.977944
10.86111112	3.980699
10.86458334	3.989849
10.86805557	3.988378
10.87152779	3.989474
10.87500001	3.990644
10.87847223	3.980735
10.88194446	3.979137
10.88541668	3.982426
10.8888889	3.976255
10.89236112	3.977675
10.89583334	3.974264
10.89930557	3.966921
10.90277779	3.964774
10.90625001	3.965904
10.90972223	3.96299
10.91319446	3.959492
10.91666668	3.968039
10.9201389	3.958557
10.92361112	3.958364
10.92708334	3.950883
10.93055557	3.957188
10.93402779	3.945858
10.93750001	3.939773
10.94097223	3.940325
10.94444446	3.938589
10.94791668	3.934021
10.9513889	3.934401
10.95486112	3.930543
10.95833334	3.928782
10.96180557	3.928803
10.96527779	3.927267
10.96875001	3.924067
10.97222223	3.925982
10.97569446	3.920555
10.97916668	3.916164
10.9826389	3.911646
10.98611112	3.91398
10.98958334	3.910821
10.99305557	3.909108
10.99652779	3.908295
11.00000001	3.905795
11.00347223	3.903105
11.00694446	3.899095
11.01041668	3.894452
